Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","072","Botswana","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2091.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","072","Botswana","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2305.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","072","Botswana","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2546.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","072","Botswana","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","11.54","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.23","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.06","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","7","E","Estimated value"
"FBS","Food Balances (2010-)","072","Botswana","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","5","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","196353.49","X","Figure from international organizations"
"FBS","Food Balances (2010-)","076","Brazil","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","205188.2","X","Figure from international organizations"
"FBS","Food Balances (2010-)","076","Brazil","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","213196.3","X","Figure from international organizations"
"FBS","Food Balances (2010-)","076","Brazil","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.3","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.74","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","14.79","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","076","Brazil","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","7592.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","100","Bulgaria","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","7309.25","X","Figure from international organizations"
"FBS","Food Balances (2010-)","100","Bulgaria","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","6979.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","100","Bulgaria","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","14.92","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","15.84","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","16.78","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","100","Bulgaria","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","16116.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","854","Burkina Faso","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","18718.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","854","Burkina Faso","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","21522.63","X","Figure from international organizations"
"FBS","Food Balances (2010-)","854","Burkina Faso","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","6.95","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","5.19","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.06","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","10","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","854","Burkina Faso","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","17","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","9126.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","108","Burundi","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","10727.15","X","Figure from international organizations"
"FBS","Food Balances (2010-)","108","Burundi","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","12220.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","108","Burundi","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","0.58","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","1.02","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","1.19","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","4","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","6","E","Estimated value"
"FBS","Food Balances (2010-)","108","Burundi","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","6","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","521.21","X","Figure from international organizations"
"FBS","Food Balances (2010-)","132","Cabo Verde","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","552.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","132","Cabo Verde","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","582.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","132","Cabo Verde","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.18","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.95","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.41","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","25","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","132","Cabo Verde","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","116","Cambodia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","14363.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","116","Cambodia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","15417.52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","116","Cambodia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","16396.86","X","Figure from international organizations"
"FBS","Food Balances (2010-)","116","Cambodia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.78","E","Estimated value"
"FBS","Food Balances (2010-)","116","Cambodia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.36","E","Estimated value"
"FBS","Food Balances (2010-)","116","Cambodia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.29","E","Estimated value"
"FBS","Food Balances (2010-)","116","Cambodia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","82","E","Estimated value"
"FBS","Food Balances (2010-)","116","Cambodia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","91","E","Estimated value"
"FBS","Food Balances (2010-)","116","Cambodia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","96","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","19878.04","X","Figure from international organizations"
"FBS","Food Balances (2010-)","120","Cameroon","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","23012.65","X","Figure from international organizations"
"FBS","Food Balances (2010-)","120","Cameroon","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","26491.09","X","Figure from international organizations"
"FBS","Food Balances (2010-)","120","Cameroon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.4","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.54","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","2.83","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","120","Cameroon","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","34","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","33963.41","X","Figure from international organizations"
"FBS","Food Balances (2010-)","124","Canada","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","35732.13","X","Figure from international organizations"
"FBS","Food Balances (2010-)","124","Canada","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","37888.71","X","Figure from international organizations"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","5.47","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.41","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","1.06","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","33","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","124","Canada","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","32","E","Estimated value"
"FBS","Food Balances (2010-)","140","Central African Republic","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4660.07","X","Figure from international organizations"
